0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,0,0,0,0,0,0,0,2603,4696,4696,4706,4788,4869,4925,4953,5058,5448,5448
0,0,0,0,0,0,0,0,0,0,4431,4696,4696,4706,4788,4869,4925,4953,5058,5448,5448
