0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,19226,19649,20101,20573,21343,21539,21983,22582,23083,19096,16548,16548,16584,16874,17158,17358,17454,17824,19200,19200
0,30222,30885,31596,32340,33549,33857,34554,35496,36285,16832,16548,16548,16584,16874,17158,17358,17454,17824,19200,19200
