0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,0,0,0,0,0,0,0,619,1118,1118,1120,1140,1159,1172,1179,1204,1297,1297
0,0,0,0,0,0,0,0,0,0,1055,1118,1118,1120,1140,1159,1172,1179,1204,1297,1297
