0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,61200,62544,63984,65489,67938,68556,69972,71880,73476,74400,74544,74544,74706,76008,77286,78192,78624,80292,86490,86490
