0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
-200000,42840,43781,44789,45844,47557,47988,48980,50316,51433,52080,52181,52181,52295,53205,54099,54735,55037,56205,60544,60544
