0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,0,1819,11574,11655,11838,12080,12280,12395,12412,12412,12432,12591,12745,12853,12905,13100,13799,13799
