0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0,0,0,433,2755,2775,2818,2876,2924,2951,2955,2955,2960,2998,3034,3060,3072,3119,3285,3285
