Potentially Taxable Income,Fraction of TOC
0,0.0
50796,0.25398
51679,0.258395
52612,0.26306
53576,0.26788
55117,0.275585
55501,0.277505
56372,0.28186
57528,0.28764
58480,0.2924
59024,0.29512
59109,0.295545
59109,0.295545
59204,0.29602
59961,0.299805
60694,0.30347
61209,0.306045
61453,0.307265
62385,0.311925
65711,0.328555
65711,0.328555
