Potentially Taxable Income,Fraction of TOC
0,0.0
8568,0.04284
8523,0.042615
8463,0.042315
8388,0.04194
8239,0.041195
8197,0.040985
8091,0.040455
7930,0.03965
7781,0.038905
7688,0.03844
7673,0.038365
7673,0.038365
7656,0.03828
7515,0.037575
7366,0.03683
7256,0.03628
7202,0.03601
6983,0.034915
6032,0.03016
6032,0.03016
