Year,amounts_per_unitAmount5_1,amounts_per_unitAmount5_2,amounts_per_unitAmount5_3,amounts_per_unitAmount5_4,amounts_per_unitAmount5_5,amounts_per_unitAmount5_6,amounts_per_unitAmount5_7,amounts_per_unitAmount5_8,amounts_per_unitAmount5_9,amounts_per_unitAmount5_10,Annual Interest Rate,Bare Erected Cost,Depreciation Method,Engineering Procurement and Construction as % of BEC,Federal Tax Rate,filtered_values_json,General Inflation Rate,Internal Rate of Return,Price,Insurance Cost,Interest Proportion,Interest Type,Labor Cost,Loan Percentage of TOC,Loan Type,Maintenance Cost,Number of Units,Number of Construction Years,Plant,Principal Proportion,Process Contingency as % of BEC,"Project Contingency as % of BEC, EPC, PC",Feedstock Cost,Repayment Percentage Of Revenue,State Tax Rate,Direct Total Operating Cost Percentage as % of Revenue,Use Direct Operating Expenses,Utility Cost,Additional Annualized CAPEX (TOC)(Node 1: Biomass Plantation),Additional Annualized CAPEX (TOC)(Node 2: Clean Up and Pressurizing),Additional Annualized CAPEX (TOC)(Node 3: T&S),45 Q (mt CO2),45 V (kg H2),Premium of Adopting Sustainable Farming Practices ($ Feedstock basis),Transport Cost (kg H2 basis),Storage Cost (kg H2 basis),Total Operating Costs,Distance to Viability (Post Analysis Measure),Additional Annualized CAPEX (+% TOC($))(Node 1: Biomass Plantation),Additional Annualized CAPEX (+% TOC($))(Node 2: Clean Up and Pressurizing),Additional Annualized CAPEX (+% TOC($))(Node 3: T&S),45 Q ($/mt CO2),45 V ($/kg H2),Premium of Adopting Sustainable Farming Practices (+% $ Feedstock basis),Transport Cost ($/kg H2),Storage Cost ($/kg H2),Total Operating Costs +% OPEX($),Distance to Viability (Post Analysis Measure),Carbon Capture and Storage,Convenience Fee,variable_costsAmount4_1,variable_costsAmount4_2,variable_costsAmount4_3,variable_costsAmount4_4,variable_costsAmount4_5,variable_costsAmount4_6,variable_costsAmount4_7,variable_costsAmount4_8,variable_costsAmount4_9,variable_costsAmount4_10
1,1,1,1,1,1,1,1,1,1,1,0.04,300000,Straight-Line,0,0.21,"['{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.020"",""start"":""1"",""end"":""1"",""remarks"":""2004""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0424"",""start"":""2"",""end"":""2"",""remarks"":""2005""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0664"",""start"":""3"",""end"":""3"",""remarks"":""2006""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0915"",""start"":""4"",""end"":""4"",""remarks"":""2007""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1323"",""start"":""5"",""end"":""5"",""remarks"":""2008""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1426"",""start"":""6"",""end"":""6"",""remarks"":""2009""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1662"",""start"":""7"",""end"":""7"",""remarks"":""2010""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1980"",""start"":""8"",""end"":""8"",""remarks"":""2011""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2246"",""start"":""9"",""end"":""9"",""remarks"":""2012""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2400"",""start"":""10"",""end"":""10"",""remarks"":""2013""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2424"",""start"":""11"",""end"":""11"",""remarks"":""2014""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2424"",""start"":""12"",""end"":""12"",""remarks"":""2015""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2451"",""start"":""13"",""end"":""13"",""remarks"":""2016""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2668"",""start"":""14"",""end"":""14"",""remarks"":""2017""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2881"",""start"":""15"",""end"":""15"",""remarks"":""2018""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3032"",""start"":""16"",""end"":""16"",""remarks"":""2019""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3104"",""start"":""17"",""end"":""17"",""remarks"":""2020""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3382"",""start"":""18"",""end"":""18"",""remarks"":""2021""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.4415"",""start"":""19"",""end"":""19"",""remarks"":""2022""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.5035"",""start"":""20"",""end"":""20"",""remarks"":""2023""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.020"",""start"":""1"",""end"":""1"",""remarks"":""2004""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0404"",""start"":""2"",""end"":""2"",""remarks"":""2005""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0620"",""start"":""3"",""end"":""3"",""remarks"":""2006""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0859"",""start"":""4"",""end"":""4"",""remarks"":""2007""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1126"",""start"":""5"",""end"":""5"",""remarks"":""2008""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1419"",""start"":""6"",""end"":""6"",""remarks"":""2009""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1743"",""start"":""7"",""end"":""7"",""remarks"":""2010""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2099"",""start"":""8"",""end"":""8"",""remarks"":""2011""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2488"",""start"":""9"",""end"":""9"",""remarks"":""2012""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2912"",""start"":""10"",""end"":""10"",""remarks"":""2013""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.3372"",""start"":""11"",""end"":""11"",""remarks"":""2014""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.3869"",""start"":""12"",""end"":""12"",""remarks"":""2015""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.4406"",""start"":""13"",""end"":""13"",""remarks"":""2016""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.4983"",""start"":""14"",""end"":""14"",""remarks"":""2017""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.5602"",""start"":""15"",""end"":""15"",""remarks"":""2018""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.6264"",""start"":""16"",""end"":""16"",""remarks"":""2019""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.6970"",""start"":""17"",""end"":""17"",""remarks"":""2020""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.7722"",""start"":""18"",""end"":""18"",""remarks"":""2021""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.8521"",""start"":""19"",""end"":""19"",""remarks"":""2022""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.9369"",""start"":""20"",""end"":""20"",""remarks"":""2023""}}']",0.02,0.02,2,500,0.5,fixed,24000,0.2,simple,2500,30000,1,20,0.5,0,0,10000,0.1,0.05,0.1,False,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,1,1,1,1,1,1,1,1,1,1,0.04,300000,Straight-Line,0,0.21,"['{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.020"",""start"":""1"",""end"":""1"",""remarks"":""2004""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0424"",""start"":""2"",""end"":""2"",""remarks"":""2005""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0664"",""start"":""3"",""end"":""3"",""remarks"":""2006""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0915"",""start"":""4"",""end"":""4"",""remarks"":""2007""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1323"",""start"":""5"",""end"":""5"",""remarks"":""2008""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1426"",""start"":""6"",""end"":""6"",""remarks"":""2009""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1662"",""start"":""7"",""end"":""7"",""remarks"":""2010""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1980"",""start"":""8"",""end"":""8"",""remarks"":""2011""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2246"",""start"":""9"",""end"":""9"",""remarks"":""2012""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2400"",""start"":""10"",""end"":""10"",""remarks"":""2013""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2424"",""start"":""11"",""end"":""11"",""remarks"":""2014""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2424"",""start"":""12"",""end"":""12"",""remarks"":""2015""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2451"",""start"":""13"",""end"":""13"",""remarks"":""2016""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2668"",""start"":""14"",""end"":""14"",""remarks"":""2017""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2881"",""start"":""15"",""end"":""15"",""remarks"":""2018""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3032"",""start"":""16"",""end"":""16"",""remarks"":""2019""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3104"",""start"":""17"",""end"":""17"",""remarks"":""2020""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3382"",""start"":""18"",""end"":""18"",""remarks"":""2021""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.4415"",""start"":""19"",""end"":""19"",""remarks"":""2022""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.5035"",""start"":""20"",""end"":""20"",""remarks"":""2023""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.020"",""start"":""1"",""end"":""1"",""remarks"":""2004""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0404"",""start"":""2"",""end"":""2"",""remarks"":""2005""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0620"",""start"":""3"",""end"":""3"",""remarks"":""2006""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0859"",""start"":""4"",""end"":""4"",""remarks"":""2007""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1126"",""start"":""5"",""end"":""5"",""remarks"":""2008""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1419"",""start"":""6"",""end"":""6"",""remarks"":""2009""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1743"",""start"":""7"",""end"":""7"",""remarks"":""2010""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2099"",""start"":""8"",""end"":""8"",""remarks"":""2011""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2488"",""start"":""9"",""end"":""9"",""remarks"":""2012""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2912"",""start"":""10"",""end"":""10"",""remarks"":""2013""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.3372"",""start"":""11"",""end"":""11"",""remarks"":""2014""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.3869"",""start"":""12"",""end"":""12"",""remarks"":""2015""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.4406"",""start"":""13"",""end"":""13"",""remarks"":""2016""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.4983"",""start"":""14"",""end"":""14"",""remarks"":""2017""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.5602"",""start"":""15"",""end"":""15"",""remarks"":""2018""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.6264"",""start"":""16"",""end"":""16"",""remarks"":""2019""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.6970"",""start"":""17"",""end"":""17"",""remarks"":""2020""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.7722"",""start"":""18"",""end"":""18"",""remarks"":""2021""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.8521"",""start"":""19"",""end"":""19"",""remarks"":""2022""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.9369"",""start"":""20"",""end"":""20"",""remarks"":""2023""}}']",0.0424,0.0404,2,500,0.5,fixed,24000,0.2,simple,2500,30000,1,20,0.5,0,0,10000,0.1,0.05,0.1,False,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,1,1,1,1,1,1,1,1,0.04,300000,Straight-Line,0,0.21,"['{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.020"",""start"":""1"",""end"":""1"",""remarks"":""2004""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0424"",""start"":""2"",""end"":""2"",""remarks"":""2005""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0664"",""start"":""3"",""end"":""3"",""remarks"":""2006""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0915"",""start"":""4"",""end"":""4"",""remarks"":""2007""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1323"",""start"":""5"",""end"":""5"",""remarks"":""2008""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1426"",""start"":""6"",""end"":""6"",""remarks"":""2009""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1662"",""start"":""7"",""end"":""7"",""remarks"":""2010""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1980"",""start"":""8"",""end"":""8"",""remarks"":""2011""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2246"",""start"":""9"",""end"":""9"",""remarks"":""2012""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2400"",""start"":""10"",""end"":""10"",""remarks"":""2013""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2424"",""start"":""11"",""end"":""11"",""remarks"":""2014""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2424"",""start"":""12"",""end"":""12"",""remarks"":""2015""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2451"",""start"":""13"",""end"":""13"",""remarks"":""2016""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2668"",""start"":""14"",""end"":""14"",""remarks"":""2017""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2881"",""start"":""15"",""end"":""15"",""remarks"":""2018""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3032"",""start"":""16"",""end"":""16"",""remarks"":""2019""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3104"",""start"":""17"",""end"":""17"",""remarks"":""2020""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3382"",""start"":""18"",""end"":""18"",""remarks"":""2021""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.4415"",""start"":""19"",""end"":""19"",""remarks"":""2022""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.5035"",""start"":""20"",""end"":""20"",""remarks"":""2023""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.020"",""start"":""1"",""end"":""1"",""remarks"":""2004""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0404"",""start"":""2"",""end"":""2"",""remarks"":""2005""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0620"",""start"":""3"",""end"":""3"",""remarks"":""2006""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0859"",""start"":""4"",""end"":""4"",""remarks"":""2007""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1126"",""start"":""5"",""end"":""5"",""remarks"":""2008""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1419"",""start"":""6"",""end"":""6"",""remarks"":""2009""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1743"",""start"":""7"",""end"":""7"",""remarks"":""2010""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2099"",""start"":""8"",""end"":""8"",""remarks"":""2011""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2488"",""start"":""9"",""end"":""9"",""remarks"":""2012""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2912"",""start"":""10"",""end"":""10"",""remarks"":""2013""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.3372"",""start"":""11"",""end"":""11"",""remarks"":""2014""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.3869"",""start"":""12"",""end"":""12"",""remarks"":""2015""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.4406"",""start"":""13"",""end"":""13"",""remarks"":""2016""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.4983"",""start"":""14"",""end"":""14"",""remarks"":""2017""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.5602"",""start"":""15"",""end"":""15"",""remarks"":""2018""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.6264"",""start"":""16"",""end"":""16"",""remarks"":""2019""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.6970"",""start"":""17"",""end"":""17"",""remarks"":""2020""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.7722"",""start"":""18"",""end"":""18"",""remarks"":""2021""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.8521"",""start"":""19"",""end"":""19"",""remarks"":""2022""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.9369"",""start"":""20"",""end"":""20"",""remarks"":""2023""}}']",0.0664,0.062,2,500,0.5,fixed,24000,0.2,simple,2500,30000,1,20,0.5,0,0,10000,0.1,0.05,0.1,False,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,1,1,1,1,1,1,1,1,0.04,300000,Straight-Line,0,0.21,"['{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.020"",""start"":""1"",""end"":""1"",""remarks"":""2004""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0424"",""start"":""2"",""end"":""2"",""remarks"":""2005""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0664"",""start"":""3"",""end"":""3"",""remarks"":""2006""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.0915"",""start"":""4"",""end"":""4"",""remarks"":""2007""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1323"",""start"":""5"",""end"":""5"",""remarks"":""2008""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1426"",""start"":""6"",""end"":""6"",""remarks"":""2009""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1662"",""start"":""7"",""end"":""7"",""remarks"":""2010""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.1980"",""start"":""8"",""end"":""8"",""remarks"":""2011""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2246"",""start"":""9"",""end"":""9"",""remarks"":""2012""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2400"",""start"":""10"",""end"":""10"",""remarks"":""2013""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2424"",""start"":""11"",""end"":""11"",""remarks"":""2014""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2424"",""start"":""12"",""end"":""12"",""remarks"":""2015""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2451"",""start"":""13"",""end"":""13"",""remarks"":""2016""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2668"",""start"":""14"",""end"":""14"",""remarks"":""2017""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.2881"",""start"":""15"",""end"":""15"",""remarks"":""2018""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3032"",""start"":""16"",""end"":""16"",""remarks"":""2019""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3104"",""start"":""17"",""end"":""17"",""remarks"":""2020""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.3382"",""start"":""18"",""end"":""18"",""remarks"":""2021""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.4415"",""start"":""19"",""end"":""19"",""remarks"":""2022""}}', '{""filteredValue"":{""id"":""generalInflationRateAmount23"",""value"":""0.5035"",""start"":""20"",""end"":""20"",""remarks"":""2023""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.020"",""start"":""1"",""end"":""1"",""remarks"":""2004""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0404"",""start"":""2"",""end"":""2"",""remarks"":""2005""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0620"",""start"":""3"",""end"":""3"",""remarks"":""2006""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.0859"",""start"":""4"",""end"":""4"",""remarks"":""2007""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1126"",""start"":""5"",""end"":""5"",""remarks"":""2008""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1419"",""start"":""6"",""end"":""6"",""remarks"":""2009""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.1743"",""start"":""7"",""end"":""7"",""remarks"":""2010""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2099"",""start"":""8"",""end"":""8"",""remarks"":""2011""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2488"",""start"":""9"",""end"":""9"",""remarks"":""2012""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.2912"",""start"":""10"",""end"":""10"",""remarks"":""2013""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.3372"",""start"":""11"",""end"":""11"",""remarks"":""2014""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.3869"",""start"":""12"",""end"":""12"",""remarks"":""2015""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.4406"",""start"":""13"",""end"":""13"",""remarks"":""2016""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.4983"",""start"":""14"",""end"":""14"",""remarks"":""2017""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.5602"",""start"":""15"",""end"":""15"",""remarks"":""2018""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.6264"",""start"":""16"",""end"":""16"",""remarks"":""2019""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.6970"",""start"":""17"",""end"":""17"",""remarks"":""2020""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.7722"",""start"":""18"",""end"":""18"",""remarks"":""2021""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.8521"",""start"":""19"",""end"":""19"",""remarks"":""2022""}}', '{""filteredValue"":{""id"":""iRRAmount30"",""value"":""0.9369"",""start"":""20"",""end"":""20"",""remarks"":""2023""}}']",0.0915,0.0859,2,500,0.5,fixed,24000,0.2,simple,2500,30000,1,20,0.5,0,0,10000,0.1,0.05,0.1,False,5000,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
