Potentially Taxable Income,Fraction of TOC
0,0.0
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
16029,0.05343
